股票代码,股票名称,行业,细分赛道,标签,月涨幅(%),年涨幅(%),spot_error,快照时间,现价,涨幅,周转率,成交额,成交额_亿元,流通市值_亿元,总市值_亿元,市盈率_TTM,市净率,股息率_TTM,52周最高,52周最低,daily_error,financial_error,60日涨幅,120日涨幅,信号价,MA5,MA10,MA20,MA60,MA120,20日回撤,毛利率,ROE,营收同比,归母净利润同比,月涨幅分位,年涨幅分位,换手率分位,成交额分位,60日涨幅分位,120日涨幅分位,52周位置,距52周高点比例,基本面打分,基本面依据,短期走势打分,短期依据,中期走势打分,中期依据,综合打分,综合排名
688120,华海清科,芯片智造,CMP设备,行业龙头、产能领先,70.2,112.5,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x107b82d40>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688120/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089a8e50>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688120&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089ab820>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.6821705426356589,0.6821705426356589,0.5,0.5,0.5,0.5,,,37.0,CMP设备、行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,35.5,月涨幅分位68%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,32.2,34
688037,芯源微,芯片智造,光刻设备,行业龙头、产能领先,68.2,125.6,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108936950>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688037/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108937250>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688037&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089a8d90>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.5658914728682171,0.8527131782945736,0.5,0.5,0.5,0.5,,,37.0,光刻设备、行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,34.8,月涨幅分位57%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,32.0,35
688802,沐曦股份,芯片智造,AI算力芯片,算力芯片核心、技术突破,72.3,110.5,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089ab6d0>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688802/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d2a70>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688802&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089a84f0>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.7209302325581395,0.6705426356589147,0.5,0.5,0.5,0.5,,,36.0,AI算力芯片、技术突破、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,36.1,月涨幅分位72%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,32.0,35
600703,三安光电,芯片智造,功率半导体、碳化硅基板、高速光芯片,SiC/GaN龙头、化合物半导体龙头、产能领先,70.2,105.3,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d1480>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh600703/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108a2a2f0>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=600703&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d3340>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.6821705426356589,0.5658914728682171,0.5,0.5,0.5,0.5,,,37.0,高速光芯片、碳化硅基板、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,34.3,月涨幅分位68%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.8,37
688020,方邦股份,芯片智造,先进封装,电磁屏蔽核心、技术领先,75.2,110.3,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d3dc0>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688020/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d1450>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688020&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d0c40>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.7596899224806202,0.6511627906976745,0.5,0.5,0.5,0.5,,,35.0,先进封装、技术领先、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,36.7,月涨幅分位76%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.8,37
688595,芯海科技,芯片智造,车规芯片,核心供应商、技术领先,72.1,115.6,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108934eb0>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688595/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089aa230>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688595&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089355d0>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.6976744186046512,0.7325581395348837,0.5,0.5,0.5,0.5,,,35.0,车规芯片、技术领先、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,36.3,月涨幅分位70%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.6,39
688019,安集科技,芯片智造,CMP设备,抛光液龙头、产能领先,68.3,108.2,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089aa320>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688019/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d3970>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688019&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089aada0>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.6085271317829457,0.5891472868217055,0.5,0.5,0.5,0.5,,,37.0,CMP设备、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,33.1,月涨幅分位61%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.5,40
600745,闻泰科技,芯片智造,功率半导体,行业核心、国产替代、IDM龙头,68.5,110.2,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d3d90>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh600745/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089aaa40>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=600745&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d3bb0>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.6589147286821705,0.624031007751938,0.5,0.5,0.5,0.5,,,36.0,龙头、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,34.4,月涨幅分位66%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.5,40
688396,华润微,芯片智造,功率半导体,行业核心、产能领先、技术领先,72.3,115.6,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d37f0>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688396/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d22f0>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688396&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d0a00>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.7209302325581395,0.7325581395348837,0.5,0.5,0.5,0.5,,,34.0,产能领先、技术领先、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,36.7,月涨幅分位72%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.4,42
688268,华特气体,芯片智造,电子特气,行业龙头、产能领先,68.3,105.2,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089ad2a0>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688268/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d11b0>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688268&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d3b20>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.6085271317829457,0.5310077519379846,0.5,0.5,0.5,0.5,,,37.0,电子特气、行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,32.5,月涨幅分位61%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.3,43
002409,雅克科技,芯片智造,湿电子化学品,行业龙头、产能领先,68.3,105.2,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089ae740>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sz002409/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089351b0>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=002409&id=client_stock_importance&market=33&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089aea40>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.6085271317829457,0.5310077519379846,0.5,0.5,0.5,0.5,,,37.0,行业龙头、龙头、产能领先；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,32.5,月涨幅分位61%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.3,43
002815,崇达技术,芯片智造,PCB,高速PCB龙头、海外拓展、客户优质,65.3,110.2,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089a8eb0>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sz002815/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x103e6a710>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=002815&id=client_stock_importance&market=33&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089abd90>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.5581395348837209,0.624031007751938,0.5,0.5,0.5,0.5,,,37.0,PCB、龙头、客户优质、海外拓展；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,32.4,月涨幅分位56%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.3,43
688521,芯原股份,芯片智造,AI算力芯片,AI芯片IP核心、国产替代,68.5,105.2,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d2dd0>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688521/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089d1300>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688521&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089a8b80>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.6589147286821705,0.5310077519379846,0.5,0.5,0.5,0.5,,,36.0,AI算力芯片、国产替代、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,33.5,月涨幅分位66%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.2,46
300548,博创科技,光模块,高速光模块、硅光模块,二线弹性、双轨布局、海外拓展、小而美,72.3,110.5,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x103e69e10>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sz300548/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x103e69c60>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=300548&id=client_stock_importance&market=33&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089347c0>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.7209302325581395,0.6705426356589147,0.5,0.5,0.5,0.5,,,34.0,高速光模块、硅光模块、海外拓展；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,36.1,月涨幅分位72%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.2,46
688147,微导纳米,芯片智造,薄膜沉积,ALD核心、技术领先,68.3,108.2,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108a00c10>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688147/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108937ac0>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688147&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108935d80>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.6085271317829457,0.5891472868217055,0.5,0.5,0.5,0.5,,,36.0,薄膜沉积、技术领先、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,33.1,月涨幅分位61%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.1,48
300458,全志科技,芯片智造,车规芯片,核心供应商、国产替代,68.5,110.2,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108935930>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sz300458/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089a8bb0>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=300458&id=client_stock_importance&market=33&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089ae920>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.6589147286821705,0.624031007751938,0.5,0.5,0.5,0.5,,,35.0,车规芯片、国产替代、核心供应商、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,34.4,月涨幅分位66%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.1,48
688502,茂莱光学,芯片智造,光刻设备,光学核心、技术壁垒高,62.5,118.3,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'xueqiu.com\', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089a98a0>: Failed to resolve \'xueqiu.com\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,"ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'finance.sina.com.cn\', port=443): Max retries exceeded with url: /realstock/company/sh688502/hisdata_klc2/klc_kl.js (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1089aaa10>: Failed to resolve \'finance.sina.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))","ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\'basic.10jqka.com.cn\', port=443): Max retries exceeded with url: /basicapi/finance/index/v1/app_data/?code=688502&id=client_stock_importance&market=17&type=stock&page=1&size=50&period=0 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108936560>: Failed to resolve \'basic.10jqka.com.cn\' ([Errno 8] nodename nor servname provided, or not known)""))'))",,,,,,,,,,,,,,0.4418604651162791,0.7596899224806202,0.5,0.5,0.5,0.5,,,37.0,光刻设备、技术壁垒高、核心；缺少总市值数据，按中性处理；PE不可用或为负，估值可信度较低；毛利率nan%，竞争压力较大；ROE nan%偏低；营收同比nan%；利润同比nan%,31.4,月涨幅分位44%；换手率缺失；成交额缺失,22.5,60日涨幅分位50%；52周位置缺失；20日回撤缺失,31.0,50
